ATCF,Name,RecordNum,MaxWind,MinPressure,NextWind,NextWindHigher,Elevation,DeepOcean,Speed,Size34,Size50,Size64,WindInc,PressureInc,Size34Inc,Size50Inc,Size64Inc,ElevationInc,SpeedInc
AL072008,GUSTAV,1,25,1008,30,1,-5050,1,0,0,0,0,0,0,0,0,0,0,0
AL072008,GUSTAV,2,30,1005,35,1,-4786,1,13,0,0,0,5,-3,0,0,0,264,13
AL072008,GUSTAV,3,35,1002,50,1,-3922,1,12,60,0,0,5,-3,60,0,0,864,-1
AL072008,GUSTAV,4,50,996,60,1,-3826,1,11,75,20,0,15,-6,15,20,0,96,-1
AL072008,GUSTAV,5,60,991,75,1,-3900,1,9,75,20,0,10,-5,0,0,0,-74,-2
AL072008,GUSTAV,6,75,986,80,1,-2607,1,6,90,35,25,15,-5,15,15,25,1293,-3
AL072008,GUSTAV,7,80,981,70,0,-4403,1,7,90,40,25,5,-5,0,5,0,-1796,1
AL072008,GUSTAV,8,70,992,50,0,-633,1,8,75,40,15,-10,11,-15,0,-10,3770,1
AL072008,GUSTAV,9,50,995,45,0,119,0,4,75,20,0,-20,3,0,-20,-15,752,-4
AL072008,GUSTAV,10,45,999,45,0,-1036,1,3,75,0,0,-5,4,0,-20,0,-1155,-1
AL072008,GUSTAV,11,45,998,45,0,-1949,1,3,45,0,0,0,-1,-30,0,0,-913,0
AL072008,GUSTAV,12,45,999,40,0,-3301,1,3,45,0,0,0,1,0,0,0,-1352,0
AL072008,GUSTAV,13,40,999,45,1,-1949,1,10,60,0,0,-5,0,15,0,0,1352,7
AL072008,GUSTAV,14,45,995,60,1,-2373,1,7,75,0,0,5,-4,15,0,0,-424,-3
AL072008,GUSTAV,15,60,984,60,0,-1325,1,3,100,20,0,15,-11,25,20,0,1048,-4
AL072008,GUSTAV,16,60,984,60,0,-340,1,4,100,20,0,0,0,0,0,0,985,1
AL072008,GUSTAV,17,60,987,60,0,-4,0,7,130,30,0,0,3,30,10,0,336,3
AL072008,GUSTAV,18,60,987,55,0,120,0,6,130,30,0,0,0,0,0,0,124,-1
AL072008,GUSTAV,19,55,990,50,0,378,0,7,180,40,0,-5,3,50,10,0,258,1
AL072008,GUSTAV,20,50,989,65,1,-134,1,7,180,60,0,-5,-1,0,20,0,-512,0
AL072008,GUSTAV,21,65,984,75,1,-4814,1,9,220,85,25,15,-5,40,25,25,-4680,2
AL072008,GUSTAV,22,75,975,85,1,-6750,1,8,240,110,50,10,-9,20,25,25,-1936,-1
AL072008,GUSTAV,23,85,968,110,1,-2571,1,9,240,120,60,10,-7,0,10,10,4179,1
AL072008,GUSTAV,24,110,955,125,1,-3595,1,12,240,150,75,25,-13,0,30,15,-1024,3
AL072008,GUSTAV,25,125,943,135,1,-2,0,12,240,150,85,15,-12,0,0,10,3593,0
AL072008,GUSTAV,26,135,941,120,0,-1,0,14,250,155,80,10,-2,10,5,-5,1,2
AL072008,GUSTAV,27,120,950,105,0,227,0,14,260,165,90,-15,9,10,10,10,228,0
AL072008,GUSTAV,28,105,960,100,0,-3203,1,12,295,180,75,-15,10,35,15,-15,-3430,-2
AL072008,GUSTAV,29,100,961,95,0,-3360,1,15,310,180,70,-5,1,15,0,-5,-157,3
AL072008,GUSTAV,30,95,960,95,0,-3230,1,15,340,180,85,-5,-1,30,0,15,130,0
AL072008,GUSTAV,31,95,953,95,0,-2817,1,13,360,210,100,0,-7,20,30,15,413,-2
AL072008,GUSTAV,32,95,954,95,0,-1358,1,15,360,200,100,0,1,0,-10,0,1459,2
AL072008,GUSTAV,33,95,955,90,0,-19,0,14,350,190,110,0,1,-10,-10,10,1339,-1
AL072008,GUSTAV,34,90,954,85,0,0,0,10,315,200,80,-5,-1,-35,10,-30,19,-4
AL072008,GUSTAV,35,85,958,60,0,0,0,17,290,125,55,-5,4,-25,-75,-25,0,7
AL072008,GUSTAV,36,60,971,40,0,19,0,11,175,70,0,-25,13,-115,-55,-55,19,-6
AL072008,GUSTAV,37,40,981,30,0,65,0,9,80,0,0,-20,10,-95,-70,0,46,-2
AL072008,GUSTAV,38,30,989,20,0,40,0,7,0,0,0,-10,8,-80,0,0,-25,-2
AL072008,GUSTAV,39,20,993,20,0,51,0,6,0,0,0,-10,4,0,0,0,11,-1
AL072008,GUSTAV,40,20,995,20,0,77,0,4,0,0,0,0,2,0,0,0,26,-2
AL072008,GUSTAV,41,20,997,20,0,115,0,6,0,0,0,0,2,0,0,0,38,2
AL072008,GUSTAV,42,20,997,20,0,131,0,1,0,0,0,0,0,0,0,0,16,-5
AL072008,GUSTAV,43,20,998,15,0,115,0,1,0,0,0,0,1,0,0,0,-16,0
AL072008,GUSTAV,44,15,998,15,0,199,0,3,0,0,0,-5,0,0,0,0,84,2
AL072008,GUSTAV,45,15,999,15,0,317,0,7,0,0,0,0,1,0,0,0,118,4
AL072008,GUSTAV,46,15,1000,20,1,221,0,16,0,0,0,0,1,0,0,0,-96,9
AL072008,GUSTAV,47,20,1000,20,0,169,0,26,0,0,0,5,0,0,0,0,-52,10
AL072008,GUSTAV,48,20,1002,20,0,223,0,23,0,0,0,0,2,0,0,0,54,-3
AL072008,GUSTAV,49,20,1002,20,0,152,0,25,0,0,0,0,0,0,0,0,-71,2
AL072008,GUSTAV,50,20,1004,0,1,172,0,24,0,0,0,0,2,0,0,0,20,-1
AL082008,HANNA,51,30,1007,30,0,-5599,1,0,0,0,0,0,0,0,0,0,0,0
AL082008,HANNA,52,30,1004,35,1,-5381,1,5,0,0,0,0,-3,0,0,0,218,5
AL082008,HANNA,53,35,1003,35,0,-5306,1,8,50,0,0,5,-1,50,0,0,75,3
AL082008,HANNA,54,35,1003,40,1,-5154,1,10,50,0,0,0,0,0,0,0,152,2
AL082008,HANNA,55,40,1001,45,1,-5499,1,8,80,0,0,5,-2,30,0,0,-345,-2
AL082008,HANNA,56,45,1000,45,0,-5415,1,9,90,0,0,5,-1,10,0,0,84,1
AL082008,HANNA,57,45,1000,45,0,-5410,1,8,105,0,0,0,0,15,0,0,5,-1
AL082008,HANNA,58,45,1000,45,0,-5523,1,10,150,0,0,0,0,45,0,0,-113,2
AL082008,HANNA,59,45,1000,45,0,-5684,1,10,200,0,0,0,0,50,0,0,-161,0
AL082008,HANNA,60,45,1000,45,0,-5598,1,9,200,0,0,0,0,0,0,0,86,-1
AL082008,HANNA,61,45,1000,45,0,-5623,1,6,215,0,0,0,0,15,0,0,-25,-3
AL082008,HANNA,62,45,1000,50,1,-5637,1,7,240,0,0,0,0,25,0,0,-14,1
AL082008,HANNA,63,50,999,45,0,-5570,1,6,280,75,0,5,-1,40,75,0,67,-1
AL082008,HANNA,64,45,999,40,0,-5338,1,10,270,0,0,-5,0,-10,-75,0,232,4
AL082008,HANNA,65,40,999,40,0,-5503,1,12,240,0,0,-5,0,-30,0,0,-165,2
AL082008,HANNA,66,40,997,45,1,-5424,1,11,200,0,0,0,-2,-40,0,0,79,-1
AL082008,HANNA,67,45,997,50,1,-5355,1,6,200,0,0,5,0,0,0,0,69,-5
AL082008,HANNA,68,50,996,60,1,-5192,1,4,220,110,0,5,-1,20,110,0,163,-2
AL082008,HANNA,69,60,990,70,1,-4949,1,4,240,110,0,10,-6,20,0,0,243,0
AL082008,HANNA,70,70,985,75,1,-4185,1,5,240,140,40,10,-5,0,30,40,764,1
AL082008,HANNA,71,75,977,65,0,22,0,5,250,150,40,5,-8,10,10,0,4207,0
AL082008,HANNA,72,65,980,60,0,-2887,1,5,250,150,60,-10,3,0,0,20,-2909,0
AL082008,HANNA,73,60,983,55,0,-3273,1,4,250,125,0,-5,3,0,-25,-60,-386,-1
AL082008,HANNA,74,55,985,55,0,-2470,1,4,250,125,0,-5,2,0,0,0,803,0
AL082008,HANNA,75,55,988,50,0,-4129,1,3,275,90,0,0,3,25,-35,0,-1659,-1
AL082008,HANNA,76,50,991,45,0,-3042,1,2,325,90,0,-5,3,50,0,0,1087,-1
AL082008,HANNA,77,45,996,50,1,-4115,1,6,400,0,0,-5,5,75,-90,0,-1073,4
AL082008,HANNA,78,50,994,50,0,-490,1,10,400,85,0,5,-2,0,85,0,3625,4
AL082008,HANNA,79,50,994,55,1,-103,1,5,400,85,0,0,0,0,0,0,387,-5
AL082008,HANNA,80,55,989,60,1,-5030,1,11,430,85,0,5,-5,30,0,0,-4927,6
AL082008,HANNA,81,60,990,55,0,-5230,1,8,430,90,0,5,1,0,5,0,-200,-3
AL082008,HANNA,82,55,989,55,0,-4570,1,10,430,90,0,-5,-1,0,0,0,660,2
AL082008,HANNA,83,55,989,55,0,-4968,1,14,425,90,0,0,0,-5,0,0,-398,4
AL082008,HANNA,84,55,987,55,0,-4719,1,16,375,110,0,0,-2,-50,20,0,249,2
AL082008,HANNA,85,55,984,55,0,-1577,1,17,345,110,0,0,-3,-30,0,0,3142,1
AL082008,HANNA,86,55,980,60,1,-954,1,14,345,180,0,0,-4,0,70,0,623,-3
AL082008,HANNA,87,60,980,60,0,-800,1,17,325,140,0,5,0,-20,-40,0,154,3
AL082008,HANNA,88,60,980,60,0,-511,1,16,275,110,0,0,0,-50,-30,0,289,-1
AL082008,HANNA,89,60,981,60,0,-15,0,19,250,80,0,0,1,-25,-30,0,496,3
AL082008,HANNA,90,60,981,45,0,-6,0,24,250,80,0,0,0,0,0,0,9,5
AL082008,HANNA,91,45,985,45,0,53,0,23,175,0,0,-15,4,-75,-80,0,59,-1
AL082008,HANNA,92,45,993,45,0,-3,0,23,175,0,0,0,8,0,0,0,-56,0
AL082008,HANNA,93,45,994,45,0,30,0,27,175,0,0,0,1,0,0,0,33,4
AL082008,HANNA,94,45,995,45,0,148,0,28,175,0,0,0,1,0,0,0,118,1
AL082008,HANNA,95,45,995,45,0,-158,1,33,210,0,0,0,0,35,0,0,-306,5
AL082008,HANNA,96,45,995,40,0,77,0,36,210,0,0,0,0,0,0,0,235,3
AL082008,HANNA,97,40,996,40,0,-419,1,34,210,0,0,-5,1,0,0,0,-496,-2
AL082008,HANNA,98,40,996,35,0,0,0,25,210,0,0,0,0,0,0,0,419,-9
AL082008,HANNA,99,35,996,0,0,-189,1,22,330,0,0,-5,0,120,0,0,-189,-3
AL092008,IKE,100,30,1006,35,1,-5544,1,0,0,0,0,0,0,0,0,0,0,0
AL092008,IKE,101,35,1005,45,1,-4892,1,13,135,0,0,5,-1,135,0,0,652,13
AL092008,IKE,102,45,1003,45,0,-5472,1,14,185,0,0,10,-2,50,0,0,-580,1
AL092008,IKE,103,45,1002,45,0,-4940,1,13,210,0,0,0,-1,25,0,0,532,-1
AL092008,IKE,104,45,1000,50,1,-4163,1,14,240,0,0,0,-2,30,0,0,777,1
AL092008,IKE,105,50,999,55,1,-4044,1,15,240,90,0,5,-1,0,90,0,119,1
AL092008,IKE,106,55,996,55,0,-2622,1,15,240,90,0,5,-3,0,0,0,1422,0
AL092008,IKE,107,55,994,55,0,-3526,1,15,235,75,0,0,-2,-5,-15,0,-904,0
AL092008,IKE,108,55,992,60,1,-4314,1,14,230,75,0,0,-2,-5,0,0,-788,-1
AL092008,IKE,109,60,989,75,1,-4541,1,14,225,75,0,5,-3,-5,0,0,-227,0
AL092008,IKE,110,75,979,105,1,-4736,1,15,220,105,30,15,-10,-5,30,30,-195,1
AL092008,IKE,111,105,956,125,1,-5780,1,16,220,115,50,30,-23,0,10,20,-1044,1
AL092008,IKE,112,125,935,120,0,-5625,1,15,220,115,50,20,-21,0,0,0,155,-1
AL092008,IKE,113,120,937,115,0,-5352,1,14,200,105,65,-5,2,-20,-10,15,273,-1
AL092008,IKE,114,115,940,115,0,-5912,1,12,195,105,65,-5,3,-5,0,0,-560,-2
AL092008,IKE,115,115,944,115,0,-6147,1,12,195,100,65,0,4,0,-5,0,-235,0
AL092008,IKE,116,115,949,105,0,-5916,1,12,195,100,70,0,5,0,0,5,231,0
AL092008,IKE,117,105,954,100,0,-5851,1,13,195,100,70,-10,5,0,0,0,65,1
AL092008,IKE,118,100,959,100,0,-5869,1,14,195,100,70,-5,5,0,0,0,-18,1
AL092008,IKE,119,100,962,100,0,-5843,1,14,200,100,70,0,3,5,0,0,26,0
AL092008,IKE,120,100,964,95,0,-5774,1,13,205,105,70,0,2,5,5,0,69,-1
AL092008,IKE,121,95,965,115,1,-5205,1,13,210,110,70,-5,1,5,5,0,569,0
AL092008,IKE,122,115,950,115,0,-5439,1,12,220,130,70,20,-15,10,20,0,-234,-1
AL092008,IKE,123,115,947,115,0,-4172,1,12,225,135,75,0,-3,5,5,5,1267,0
AL092008,IKE,124,115,947,110,0,-16,0,12,235,150,80,0,0,10,15,5,4156,0
AL092008,IKE,125,110,947,110,0,-3908,1,11,245,150,90,-5,0,10,0,10,-3892,-1
AL092008,IKE,126,110,947,105,0,6,0,22,245,150,90,0,0,0,0,0,3914,11
AL092008,IKE,127,105,946,115,1,-2757,1,8,250,165,90,-5,-1,5,15,0,-2763,-14
AL092008,IKE,128,115,945,115,0,-1571,1,11,265,180,90,10,-1,15,15,0,1186,3
AL092008,IKE,129,115,945,100,0,40,0,14,265,180,90,0,0,0,0,0,1611,3
AL092008,IKE,130,100,950,85,0,46,0,11,300,195,90,-15,5,35,15,0,6,-3
AL092008,IKE,131,85,960,75,0,81,0,12,305,180,85,-15,10,5,-15,-5,35,1
AL092008,IKE,132,75,964,70,0,-15,0,12,305,165,60,-10,4,0,-15,-25,-96,0
AL092008,IKE,133,70,965,70,0,-3326,1,11,330,150,60,-5,1,25,-15,0,-3311,-1
AL092008,IKE,134,70,965,70,0,-142,1,11,330,150,60,0,0,0,0,0,3184,0
AL092008,IKE,135,70,965,70,0,-4,0,10,325,165,30,0,0,-5,15,-30,138,-1
AL092008,IKE,136,70,965,65,0,4,0,15,325,165,30,0,0,0,0,0,8,5
AL092008,IKE,137,65,966,65,0,463,0,5,320,165,30,-5,1,-5,0,0,459,-10
AL092008,IKE,138,65,968,70,1,-2352,1,7,330,165,30,0,2,10,0,0,-2815,2
AL092008,IKE,139,70,964,80,1,-2390,1,6,330,165,45,5,-4,0,0,15,-38,-1
AL092008,IKE,140,80,959,85,1,-2920,1,6,335,180,90,10,-5,5,15,45,-530,0
AL092008,IKE,141,85,958,85,0,-3324,1,6,340,205,120,5,-1,5,25,30,-404,0
AL092008,IKE,142,85,944,85,0,-3369,1,7,350,230,135,0,-14,10,25,15,-45,1
AL092008,IKE,143,85,945,85,0,-3374,1,7,370,260,150,0,1,20,30,15,-5,0
AL092008,IKE,144,85,946,85,0,-3281,1,9,420,275,135,0,1,50,15,-15,93,2
AL092008,IKE,145,85,952,85,0,-3182,1,8,420,290,135,0,6,0,15,0,99,-1
AL092008,IKE,146,85,954,90,1,-3184,1,10,410,290,160,0,2,-10,0,25,-2,2
AL092008,IKE,147,90,954,95,1,-2079,1,10,395,290,165,5,0,-15,0,5,1105,0
AL092008,IKE,148,95,954,95,0,-1449,1,11,390,290,165,5,0,-5,0,0,630,1
AL092008,IKE,149,95,954,95,0,-538,1,10,390,255,165,0,0,0,-35,0,911,-1
AL092008,IKE,150,95,952,95,0,-57,1,10,390,250,170,0,-2,0,-5,5,481,0
AL092008,IKE,151,95,951,95,0,-16,0,9,350,235,165,0,-1,-40,-15,-5,41,-1
AL092008,IKE,152,95,950,85,0,-6,0,13,350,235,165,0,-1,0,0,0,10,4
AL092008,IKE,153,85,959,50,0,45,0,13,250,135,80,-10,9,-100,-100,-85,51,0
AL092008,IKE,154,50,974,35,0,84,0,13,190,45,0,-35,15,-60,-90,-80,39,0
AL092008,IKE,155,35,980,35,0,130,0,18,90,0,0,-15,6,-100,-45,0,46,5
AL092008,IKE,156,35,985,40,1,149,0,22,90,0,0,0,5,0,0,0,19,4
AL092008,IKE,157,40,987,50,1,290,0,30,90,0,0,5,2,0,0,0,141,8
AL092008,IKE,158,50,988,50,0,205,0,40,180,160,0,10,1,90,160,0,-85,10
AL092008,IKE,159,50,988,40,0,251,0,52,180,160,0,0,0,0,0,0,46,12
AL092008,IKE,160,40,986,35,0,216,0,50,180,0,0,-10,-2,0,-160,0,-35,-2
AL092008,IKE,161,35,986,0,0,675,0,32,180,0,0,-5,0,0,0,0,459,-18
AL102008,JOSEPHINE,162,30,1007,35,1,-4863,1,0,0,0,0,0,0,0,0,0,0,0
AL102008,JOSEPHINE,163,35,1005,35,0,-4872,1,13,30,0,0,5,-2,30,0,0,-9,13
AL102008,JOSEPHINE,164,35,1005,45,1,-4610,1,10,30,0,0,0,0,0,0,0,262,-3
AL102008,JOSEPHINE,165,45,1000,50,1,-4729,1,11,80,0,0,10,-5,50,0,0,-119,1
AL102008,JOSEPHINE,166,50,997,55,1,-4834,1,9,150,25,0,5,-3,70,25,0,-105,-2
AL102008,JOSEPHINE,167,55,994,55,0,-5125,1,8,160,50,0,5,-3,10,25,0,-291,-1
AL102008,JOSEPHINE,168,55,994,55,0,-5266,1,9,180,60,0,0,0,20,10,0,-141,1
AL102008,JOSEPHINE,169,55,994,50,0,-5537,1,9,180,60,0,0,0,0,0,0,-271,0
AL102008,JOSEPHINE,170,50,997,50,0,-5879,1,7,150,30,0,-5,3,-30,-30,0,-342,-2
AL102008,JOSEPHINE,171,50,997,45,0,-5771,1,8,150,20,0,0,0,0,-10,0,108,1
AL102008,JOSEPHINE,172,45,1000,40,0,-6000,1,10,120,0,0,-5,3,-30,-20,0,-229,2
AL102008,JOSEPHINE,173,40,1002,40,0,-5471,1,8,120,0,0,-5,2,0,0,0,529,-2
AL102008,JOSEPHINE,174,40,1002,40,0,-5592,1,7,150,0,0,0,0,30,0,0,-121,-1
AL102008,JOSEPHINE,175,40,1002,40,0,-5561,1,7,150,0,0,0,0,0,0,0,31,0
AL102008,JOSEPHINE,176,40,1003,35,0,-5485,1,5,120,0,0,0,1,-30,0,0,76,-2
AL102008,JOSEPHINE,177,35,1004,30,0,-5342,1,4,90,0,0,-5,1,-30,0,0,143,-1
AL102008,JOSEPHINE,178,30,1006,30,0,-5133,1,7,0,0,0,-5,2,-90,0,0,209,3
AL102008,JOSEPHINE,179,30,1006,25,0,-5241,1,9,0,0,0,0,0,0,0,0,-108,2
AL102008,JOSEPHINE,180,25,1007,25,0,-5064,1,8,0,0,0,-5,1,0,0,0,177,-1
AL102008,JOSEPHINE,181,25,1007,25,0,-5369,1,9,0,0,0,0,0,0,0,0,-305,1
AL102008,JOSEPHINE,182,25,1007,30,1,-5468,1,8,0,0,0,0,0,0,0,0,-99,-1
AL102008,JOSEPHINE,183,30,1007,30,0,-5106,1,8,0,0,0,5,0,0,0,0,362,0
AL102008,JOSEPHINE,184,30,1007,25,0,-4700,1,7,0,0,0,0,0,0,0,0,406,-1
AL102008,JOSEPHINE,185,25,1007,25,0,-4859,1,6,0,0,0,-5,0,0,0,0,-159,-1
AL102008,JOSEPHINE,186,25,1007,25,0,-4341,1,7,0,0,0,0,0,0,0,0,518,1
AL102008,JOSEPHINE,187,25,1007,25,0,-4206,1,8,0,0,0,0,0,0,0,0,135,1
AL102008,JOSEPHINE,188,25,1009,25,0,-4028,1,9,0,0,0,0,2,0,0,0,178,1
AL102008,JOSEPHINE,189,25,1010,25,0,-3385,1,13,0,0,0,0,1,0,0,0,643,4
AL102008,JOSEPHINE,190,25,1010,25,0,-3633,1,16,0,0,0,0,0,0,0,0,-248,3
AL102008,JOSEPHINE,191,25,1010,25,0,-3840,1,21,0,0,0,0,0,0,0,0,-207,5
AL102008,JOSEPHINE,192,25,1010,25,0,-4985,1,20,0,0,0,0,0,0,0,0,-1145,-1
AL102008,JOSEPHINE,193,25,1010,20,0,-5223,1,10,0,0,0,0,0,0,0,0,-238,-10
AL102008,JOSEPHINE,194,20,1011,0,1,-5537,1,10,0,0,0,-5,1,0,0,0,-314,0
AL112008,KYLE,195,30,1005,35,1,-5413,1,0,0,0,0,0,0,0,0,0,0,0
AL112008,KYLE,196,35,1003,40,1,-5441,1,7,90,0,0,5,-2,90,0,0,-28,7
AL112008,KYLE,197,40,1002,40,0,-5472,1,7,100,0,0,5,-1,10,0,0,-31,0
AL112008,KYLE,198,40,1001,45,1,-5312,1,7,100,0,0,0,-1,0,0,0,160,0
AL112008,KYLE,199,45,998,50,1,-5665,1,9,115,0,0,5,-3,15,0,0,-353,2
AL112008,KYLE,200,50,996,50,0,-5557,1,10,160,30,0,5,-2,45,30,0,108,1
AL112008,KYLE,201,50,998,50,0,-5444,1,10,200,45,0,0,2,40,15,0,113,0
AL112008,KYLE,202,50,1000,55,1,-5380,1,8,180,90,0,0,2,-20,45,0,64,-2
AL112008,KYLE,203,55,998,60,1,-5197,1,17,180,90,0,5,-2,0,0,0,183,9
AL112008,KYLE,204,60,996,65,1,-5259,1,13,250,90,0,5,-2,70,0,0,-62,-4
AL112008,KYLE,205,65,996,70,1,-5379,1,13,250,90,60,5,0,0,0,60,-120,0
AL112008,KYLE,206,70,995,70,0,-5409,1,21,250,135,60,5,-1,0,45,0,-30,8
AL112008,KYLE,207,70,995,70,0,-4947,1,19,250,135,60,0,0,0,0,0,462,-2
AL112008,KYLE,208,70,992,75,1,-4296,1,21,250,135,60,0,-3,0,0,0,651,2
AL112008,KYLE,209,75,989,70,0,-3058,1,21,290,165,100,5,-3,40,30,40,1238,0
AL112008,KYLE,210,70,984,65,0,-82,1,24,310,165,115,-5,-5,20,0,15,2976,3
AL112008,KYLE,211,65,985,50,0,-14,0,22,320,135,110,-5,1,10,-30,-5,68,-2
AL112008,KYLE,212,50,990,45,0,321,0,19,320,135,0,-15,5,0,0,-110,335,-3
AL112008,KYLE,213,45,994,40,0,-73,1,23,320,0,0,-5,4,0,-135,0,-394,4
AL112008,KYLE,214,40,999,35,0,-85,1,7,320,0,0,-5,5,0,0,0,-12,-16
AL112008,KYLE,215,35,1002,30,0,-404,1,7,320,0,0,-5,3,0,0,0,-319,0
AL112008,KYLE,216,30,1004,25,0,-417,1,3,0,0,0,-5,2,-320,0,0,-13,-4
AL112008,KYLE,217,25,1005,0,1,-411,1,1,0,0,0,-5,1,0,0,0,6,-2
AL122008,LAURA,218,40,1011,45,1,-3823,1,0,420,0,0,0,0,0,0,0,0,0
AL122008,LAURA,219,45,1010,50,1,-3527,1,10,420,0,0,5,-1,0,0,0,296,10
AL122008,LAURA,220,50,1009,55,1,-3127,1,9,360,240,0,5,-1,-60,240,0,400,-1
AL122008,LAURA,221,55,1007,60,1,-2762,1,6,600,240,0,5,-2,240,0,0,365,-3
AL122008,LAURA,222,60,1004,65,1,-3571,1,6,600,390,0,5,-3,0,150,0,-809,0
AL122008,LAURA,223,65,998,70,1,-3567,1,6,600,390,180,5,-6,0,0,180,4,0
AL122008,LAURA,224,70,992,70,0,-3958,1,6,600,390,180,5,-6,0,0,0,-391,0
AL122008,LAURA,225,70,992,60,0,-3495,1,8,600,390,180,0,0,0,0,0,463,2
AL122008,LAURA,226,60,994,55,0,-4302,1,8,540,320,0,-10,2,-60,-70,-180,-807,0
AL122008,LAURA,227,55,994,50,0,-3727,1,9,540,290,0,-5,0,0,-30,0,575,1
AL122008,LAURA,228,50,995,50,0,-4885,1,10,540,270,0,-5,1,0,-20,0,-1158,1
AL122008,LAURA,229,50,995,50,0,-5064,1,12,540,270,0,0,0,0,0,0,-179,2
AL122008,LAURA,230,50,995,50,0,-5205,1,12,450,210,0,0,0,-90,-60,0,-141,0
AL122008,LAURA,231,50,995,50,0,-5203,1,10,470,200,0,0,0,20,-10,0,2,-2
AL122008,LAURA,232,50,995,50,0,-5054,1,5,390,100,0,0,0,-80,-100,0,149,-5
AL122008,LAURA,233,50,995,50,0,-5268,1,7,390,80,0,0,0,0,-20,0,-214,2
AL122008,LAURA,234,50,996,50,0,-5402,1,8,420,70,0,0,1,30,-10,0,-134,1
AL122008,LAURA,235,50,996,50,0,-5416,1,10,420,70,0,0,0,0,0,0,-14,2
AL122008,LAURA,236,50,996,50,0,-3572,1,10,410,60,0,0,0,-10,-10,0,1844,0
AL122008,LAURA,237,50,994,45,0,-3350,1,11,440,50,0,0,-2,30,-10,0,222,1
AL122008,LAURA,238,45,995,45,0,-3121,1,12,440,0,0,-5,1,0,-50,0,229,1
AL122008,LAURA,239,45,995,40,0,-3902,1,13,440,0,0,0,0,0,0,0,-781,1
AL122008,LAURA,240,40,995,40,0,-2208,1,16,440,0,0,-5,0,0,0,0,1694,3
AL122008,LAURA,241,40,995,35,0,-1039,1,18,440,0,0,0,0,0,0,0,1169,2
AL122008,LAURA,242,35,997,35,0,-3266,1,20,440,0,0,-5,2,0,0,0,-2227,2
AL122008,LAURA,243,35,996,40,1,-4070,1,20,440,0,0,0,-1,0,0,0,-804,0
AL122008,LAURA,244,40,992,40,0,-3865,1,20,440,0,0,5,-4,0,0,0,205,0
AL122008,LAURA,245,40,992,50,1,-3306,1,21,440,0,0,0,0,0,0,0,559,1
AL122008,LAURA,246,50,991,65,1,-3456,1,15,480,150,0,10,-1,40,150,0,-150,-6
AL122008,LAURA,247,65,990,60,0,-3272,1,10,570,180,120,15,-1,90,30,120,184,-5
AL122008,LAURA,248,60,992,55,0,-3210,1,10,570,200,0,-5,2,0,20,-120,62,0
AL122008,LAURA,249,55,994,45,0,-2623,1,16,570,240,0,-5,2,0,40,0,587,6
AL122008,LAURA,250,45,996,40,0,-2503,1,31,480,0,0,-10,2,-90,-240,0,120,15
AL122008,LAURA,251,40,997,0,0,-3373,1,30,480,0,0,-5,1,0,0,0,-870,-1
AL132008,MARCO,252,25,1006,30,1,-4,0,0,0,0,0,0,0,0,0,0,0,0
AL132008,MARCO,253,30,1005,40,1,0,0,9,0,0,0,5,-1,0,0,0,4,9
AL132008,MARCO,254,40,1002,50,1,-296,1,9,20,0,0,10,-3,20,0,0,-296,0
AL132008,MARCO,255,50,999,55,1,-1345,1,9,30,5,0,10,-3,10,5,0,-1049,0
AL132008,MARCO,256,55,998,55,0,-2468,1,7,20,5,0,5,-1,-10,0,0,-1123,-2
AL132008,MARCO,257,55,998,55,0,-1606,1,6,20,5,0,0,0,0,0,0,862,-1
AL132008,MARCO,258,55,998,30,0,0,0,5,30,5,0,0,0,10,0,0,1606,-1
AL132008,MARCO,259,30,1007,0,0,380,0,3,0,0,0,-25,9,-30,-5,0,380,-2
AL142008,NANA,260,30,1007,35,1,-4920,1,0,0,0,0,0,0,0,0,0,0,0
AL142008,NANA,261,35,1006,35,0,-4844,1,6,60,0,0,5,-1,60,0,0,76,6
AL142008,NANA,262,35,1005,35,0,-5329,1,7,70,0,0,0,-1,10,0,0,-485,1
AL142008,NANA,263,35,1004,35,0,-5115,1,6,85,0,0,0,-1,15,0,0,214,-1
AL142008,NANA,264,35,1005,30,0,-4996,1,5,100,0,0,0,1,15,0,0,119,-1
AL142008,NANA,265,30,1006,30,0,-5241,1,6,0,0,0,-5,1,-100,0,0,-245,1
AL142008,NANA,266,30,1007,30,0,-5381,1,7,0,0,0,0,1,0,0,0,-140,1
AL142008,NANA,267,30,1007,30,0,-4717,1,12,0,0,0,0,0,0,0,0,664,5
AL142008,NANA,268,30,1007,25,0,-4609,1,12,0,0,0,0,0,0,0,0,108,0
AL142008,NANA,269,25,1008,25,0,-4519,1,12,0,0,0,-5,1,0,0,0,90,0
AL142008,NANA,270,25,1008,25,0,-3305,1,9,0,0,0,0,0,0,0,0,1214,-3
AL142008,NANA,271,25,1009,25,0,-3287,1,13,0,0,0,0,1,0,0,0,18,4
AL142008,NANA,272,25,1010,20,0,-4120,1,14,0,0,0,0,1,0,0,0,-833,1
AL142008,NANA,273,20,1011,0,1,-3449,1,17,0,0,0,-5,1,0,0,0,671,3
AL152008,OMAR,274,25,1005,30,1,-3986,1,0,0,0,0,0,0,0,0,0,0,0
AL152008,OMAR,275,30,1005,30,0,-3884,1,6,0,0,0,5,0,0,0,0,102,6
