ATCF,Name,RecordNum,MaxWind,MinPressure,NextWind,NextWindHigher,Elevation,DeepOcean,Speed,Size34,Size50,Size64,WindInc,PressureInc,Size34Inc,Size50Inc,Size64Inc,ElevationInc,SpeedInc
AL132019,LORENZO,5598,125,937,125,0,-4750,1,12,380,160,65,10,-10,30,0,0,280,1
AL132019,LORENZO,5599,125,937,120,0,-5407,1,11,380,180,70,0,0,0,20,5,-657,-1
AL132019,LORENZO,5600,120,943,110,0,-4599,1,11,400,180,70,-5,6,20,0,0,808,0
AL132019,LORENZO,5601,110,948,105,0,-4007,1,10,400,180,70,-10,5,0,0,0,592,-1
AL132019,LORENZO,5602,105,952,100,0,-4160,1,9,400,180,85,-5,4,0,0,15,-153,-1
AL132019,LORENZO,5603,100,957,105,1,-3886,1,8,400,180,85,-5,5,0,0,0,274,-1
AL132019,LORENZO,5604,105,957,115,1,-3023,1,9,380,160,90,5,0,-20,-20,5,863,1
AL132019,LORENZO,5605,115,951,130,1,-3130,1,9,380,170,90,10,-6,0,10,0,-107,0
AL132019,LORENZO,5606,130,936,140,1,-4045,1,8,380,170,90,15,-15,0,0,0,-915,-1
AL132019,LORENZO,5607,140,925,130,0,-3495,1,9,380,170,90,10,-11,0,0,0,550,1
AL132019,LORENZO,5608,130,933,110,0,-3314,1,7,380,190,100,-10,8,0,20,10,181,-2
AL132019,LORENZO,5609,110,945,90,0,-3268,1,9,380,200,130,-20,12,0,10,30,46,2
AL132019,LORENZO,5610,90,950,90,0,-2511,1,8,400,210,130,-20,5,20,10,0,757,-1
AL132019,LORENZO,5611,90,954,90,0,-2944,1,8,450,220,140,0,4,50,10,10,-433,0
AL132019,LORENZO,5612,90,955,90,0,-2881,1,10,450,220,140,0,1,0,0,0,63,2
AL132019,LORENZO,5613,90,955,90,0,-2846,1,10,470,230,150,0,0,20,10,10,35,0
AL132019,LORENZO,5614,90,955,90,0,-2745,1,10,500,260,160,0,0,30,30,10,101,0
AL132019,LORENZO,5615,90,956,85,0,-3071,1,12,520,310,160,0,1,20,50,0,-326,2
AL132019,LORENZO,5616,85,957,85,0,-2573,1,17,520,320,160,-5,1,0,10,0,498,5
AL132019,LORENZO,5617,85,957,85,0,-3219,1,22,540,330,160,0,0,20,10,0,-646,5
AL132019,LORENZO,5618,85,958,85,0,-3226,1,24,590,350,190,0,1,50,20,30,-7,2
AL132019,LORENZO,5619,85,959,80,0,-2578,1,27,610,380,230,0,1,20,30,40,648,3
AL132019,LORENZO,5620,80,959,70,0,-2196,1,33,610,400,230,-5,0,0,20,0,382,6
AL132019,LORENZO,5621,70,959,65,0,-2896,1,37,610,400,90,-10,0,0,0,-140,-700,4
AL132019,LORENZO,5622,65,960,60,0,-3014,1,38,610,400,80,-5,1,0,0,-10,-118,1
AL132019,LORENZO,5623,60,961,60,0,-4363,1,38,650,350,0,-5,1,40,-50,-80,-1349,0
AL132019,LORENZO,5624,60,962,60,0,-4554,1,33,650,320,0,0,1,0,-30,0,-191,-5
AL132019,LORENZO,5625,60,963,60,0,-2466,1,30,650,180,0,0,1,0,-140,0,2088,-3
AL132019,LORENZO,5626,60,966,55,0,-2689,1,18,600,180,0,0,3,-50,0,0,-223,-12
AL132019,LORENZO,5627,55,977,50,0,-2419,1,16,580,150,0,-5,11,-20,-30,0,270,-2
AL132019,LORENZO,5628,50,985,0,0,7,0,16,200,120,0,-5,8,-380,-30,0,2426,0
AL142019,MELISSA,5629,40,1009,40,0,-3218,1,0,240,0,0,0,0,0,0,0,0,0
AL142019,MELISSA,5630,40,1009,45,1,-3856,1,17,270,0,0,0,0,30,0,0,-638,17
AL142019,MELISSA,5631,45,1008,45,0,-4295,1,18,300,0,0,5,-1,30,0,0,-439,1
AL142019,MELISSA,5632,45,1007,50,1,-4289,1,14,330,0,0,0,-1,30,0,0,6,-4
AL142019,MELISSA,5633,50,1006,55,1,-4203,1,8,300,90,0,5,-1,-30,90,0,86,-6
AL142019,MELISSA,5634,55,1004,55,0,-3608,1,5,330,120,0,5,-2,30,30,0,595,-3
AL142019,MELISSA,5635,55,1002,55,0,-3318,1,3,360,120,0,0,-2,30,0,0,290,-2
AL142019,MELISSA,5636,55,1000,55,0,-3365,1,4,390,150,0,0,-2,30,30,0,-47,1
AL142019,MELISSA,5637,55,998,55,0,-3907,1,5,420,180,0,0,-2,30,30,0,-542,1
AL142019,MELISSA,5638,55,996,55,0,-4375,1,6,450,150,0,0,-2,30,-30,0,-468,1
AL142019,MELISSA,5639,55,994,50,0,-3898,1,5,480,120,0,0,-2,30,-30,0,477,-1
AL142019,MELISSA,5640,50,995,50,0,-3380,1,5,480,120,0,-5,1,0,0,0,518,0
AL142019,MELISSA,5641,50,996,50,0,-3717,1,4,450,120,0,0,1,-30,0,0,-337,-1
AL142019,MELISSA,5642,50,997,45,0,-4077,1,6,390,120,0,0,1,-60,0,0,-360,2
AL142019,MELISSA,5643,45,998,45,0,-4375,1,5,330,0,0,-5,1,-60,-120,0,-298,-1
AL142019,MELISSA,5644,45,998,45,0,-4641,1,7,270,0,0,0,0,-60,0,0,-266,2
AL142019,MELISSA,5645,45,998,45,0,-4703,1,9,120,0,0,0,0,-150,0,0,-62,2
AL142019,MELISSA,5646,45,998,40,0,-4960,1,11,90,0,0,0,0,-30,0,0,-257,2
AL142019,MELISSA,5647,40,999,40,0,-4992,1,12,60,0,0,-5,1,-30,0,0,-32,1
AL142019,MELISSA,5648,40,1000,35,0,-5112,1,14,60,0,0,0,1,0,0,0,-120,2
AL142019,MELISSA,5649,35,1001,35,0,-5118,1,14,60,0,0,-5,1,0,0,0,-6,0
AL142019,MELISSA,5650,35,1002,35,0,-5174,1,14,60,0,0,0,1,0,0,0,-56,0
AL142019,MELISSA,5651,35,1003,35,0,-5151,1,19,60,0,0,0,1,0,0,0,23,5
AL142019,MELISSA,5652,35,1004,35,0,-5155,1,20,90,0,0,0,1,30,0,0,-4,1
AL142019,MELISSA,5653,35,1004,0,0,-3757,1,23,90,0,0,0,0,0,0,0,1398,3
AL152019,FIFTEEN,5654,30,1006,30,0,-4499,1,0,0,0,0,0,0,0,0,0,0,0
AL152019,FIFTEEN,5655,30,1006,30,0,-4554,1,9,0,0,0,0,0,0,0,0,-55,9
AL152019,FIFTEEN,5656,30,1006,30,0,-4240,1,9,0,0,0,0,0,0,0,0,314,0
AL152019,FIFTEEN,5657,30,1006,30,0,-4154,1,9,0,0,0,0,0,0,0,0,86,0
AL152019,FIFTEEN,5658,30,1006,30,0,-3890,1,9,0,0,0,0,0,0,0,0,264,0
AL152019,FIFTEEN,5659,30,1007,30,0,-2138,1,10,0,0,0,0,1,0,0,0,1752,1
AL152019,FIFTEEN,5660,30,1009,25,0,-3226,1,10,0,0,0,0,2,0,0,0,-1088,0
AL152019,FIFTEEN,5661,25,1009,25,0,-3658,1,11,0,0,0,-5,0,0,0,0,-432,1
AL152019,FIFTEEN,5662,25,1009,25,0,-3541,1,11,0,0,0,0,0,0,0,0,117,0
AL152019,FIFTEEN,5663,25,1009,25,0,-4387,1,14,0,0,0,0,0,0,0,0,-846,3
AL152019,FIFTEEN,5664,25,1009,25,0,-4734,1,15,0,0,0,0,0,0,0,0,-347,1
AL152019,FIFTEEN,5665,25,1009,25,0,-4686,1,14,0,0,0,0,0,0,0,0,48,-1
AL152019,FIFTEEN,5666,25,1009,0,1,-5043,1,11,0,0,0,0,0,0,0,0,-357,-3
AL162019,NESTOR,5667,35,1007,35,0,-2891,1,0,60,0,0,0,0,0,0,0,0,0
AL162019,NESTOR,5668,35,1005,40,1,-3346,1,6,100,0,0,0,-2,40,0,0,-455,6
AL162019,NESTOR,5669,40,1003,45,1,-3744,1,8,100,0,0,5,-2,0,0,0,-398,2
AL162019,NESTOR,5670,45,1002,50,1,-3754,1,16,100,0,0,5,-1,0,0,0,-10,8
AL162019,NESTOR,5671,50,1001,50,0,-3436,1,19,150,70,0,5,-1,50,70,0,318,3
AL162019,NESTOR,5672,50,1000,50,0,-2994,1,20,160,70,0,0,-1,10,0,0,442,1
AL162019,NESTOR,5673,50,996,50,0,-2632,1,19,160,70,0,0,-4,0,0,0,362,-1
AL162019,NESTOR,5674,50,996,40,0,-897,1,10,140,70,0,0,0,-20,0,0,1735,-9
AL162019,NESTOR,5675,40,996,40,0,-290,1,9,140,0,0,-10,0,0,-70,0,607,-1
AL162019,NESTOR,5676,40,999,35,0,18,0,12,210,0,0,0,3,70,0,0,308,3
AL162019,NESTOR,5677,35,1000,40,1,60,0,14,240,0,0,-5,1,30,0,0,42,2
AL162019,NESTOR,5678,40,1002,40,0,59,0,28,240,0,0,5,2,0,0,0,-1,14
AL162019,NESTOR,5679,40,1002,40,0,69,0,29,240,0,0,0,0,0,0,0,10,1
AL162019,NESTOR,5680,40,1002,40,0,25,0,27,240,0,0,0,0,0,0,0,-44,-2
AL162019,NESTOR,5681,40,1001,0,0,-95,1,18,240,0,0,0,-1,0,0,0,-120,-9
AL172019,OLGA,5682,35,1004,40,1,-3665,1,0,80,0,0,0,0,0,0,0,0,0
AL172019,OLGA,5683,40,998,45,1,-3219,1,16,80,0,0,5,-6,0,0,0,446,16
AL172019,OLGA,5684,45,996,45,0,-1376,1,14,140,0,0,5,-2,60,0,0,1843,-2
AL172019,OLGA,5685,45,994,45,0,-10,0,21,140,0,0,0,-2,0,0,0,1366,7
AL172019,OLGA,5686,45,993,40,0,128,0,30,140,0,0,0,-1,0,0,0,138,9
AL172019,OLGA,5687,40,993,30,0,89,0,45,140,0,0,-5,0,0,0,0,-39,15
AL172019,OLGA,5688,30,992,30,0,205,0,40,0,0,0,-10,-1,-140,0,0,116,-5
AL172019,OLGA,5689,30,992,30,0,22,0,25,0,0,0,0,0,0,0,0,-183,-15
AL172019,OLGA,5690,30,994,30,0,357,0,26,0,0,0,0,2,0,0,0,335,1
AL172019,OLGA,5691,30,998,0,1,184,0,34,0,0,0,0,4,0,0,0,-173,8
AL182019,PABLO,5692,40,1000,50,1,-4774,1,0,120,0,0,0,0,0,0,0,0,0
AL182019,PABLO,5693,50,998,50,0,-4589,1,2,240,70,0,10,-2,120,70,0,185,2
AL182019,PABLO,5694,50,995,50,0,-5091,1,16,270,50,0,0,-3,30,-20,0,-502,14
AL182019,PABLO,5695,50,990,45,0,-3713,1,21,390,40,0,0,-5,120,-10,0,1378,5
AL182019,PABLO,5696,45,988,45,0,-3263,1,22,60,0,0,-5,-2,-330,-40,0,450,1
AL182019,PABLO,5697,45,988,45,0,-2486,1,14,60,0,0,0,0,0,0,0,777,-8
AL182019,PABLO,5698,45,988,40,0,-2680,1,9,60,0,0,0,0,0,0,0,-194,-5
AL182019,PABLO,5699,40,989,40,0,-1571,1,6,20,0,0,-5,1,-40,0,0,1109,-3
AL182019,PABLO,5700,40,990,40,0,-2257,1,6,20,0,0,0,1,0,0,0,-686,0
AL182019,PABLO,5701,40,990,40,0,-2823,1,8,30,0,0,0,0,10,0,0,-566,2
AL182019,PABLO,5702,40,990,45,1,-3193,1,9,60,0,0,0,0,30,0,0,-370,1
AL182019,PABLO,5703,45,989,50,1,-3451,1,13,60,0,0,5,-1,0,0,0,-258,4
AL182019,PABLO,5704,50,987,55,1,-3569,1,21,60,10,0,5,-2,0,10,0,-118,8
AL182019,PABLO,5705,55,985,60,1,-3638,1,26,90,20,0,5,-2,30,10,0,-69,5
AL182019,PABLO,5706,60,983,65,1,-5098,1,34,90,20,0,5,-2,0,0,0,-1460,8
AL182019,PABLO,5707,65,980,70,1,-4486,1,27,90,20,10,5,-3,0,0,10,612,-7
AL182019,PABLO,5708,70,977,60,0,-3567,1,24,90,20,10,5,-3,0,0,0,919,-3
AL182019,PABLO,5709,60,982,45,0,-3996,1,14,70,20,0,-10,5,-20,0,-10,-429,-10
AL182019,PABLO,5710,45,990,35,0,-3913,1,9,60,0,0,-15,8,-10,-20,0,83,-5
AL182019,PABLO,5711,35,995,35,0,-4315,1,2,50,0,0,-10,5,-10,0,0,-402,-7
AL182019,PABLO,5712,35,995,30,0,-4191,1,2,50,0,0,0,0,0,0,0,124,0
AL182019,PABLO,5713,30,995,0,1,-4488,1,8,0,0,0,-5,0,-50,0,0,-297,6
AL192019,REBEKAH,5714,35,1004,50,1,-4598,1,0,150,0,0,0,0,0,0,0,0,0
AL192019,REBEKAH,5715,50,989,60,1,-3832,1,26,180,120,0,15,-15,30,120,0,766,26
AL192019,REBEKAH,5716,60,976,65,1,-4670,1,23,210,120,0,10,-13,30,0,0,-838,-3
AL192019,REBEKAH,5717,65,968,70,1,-4784,1,14,360,220,110,5,-8,150,100,110,-114,-9
AL192019,REBEKAH,5718,70,965,70,0,-4638,1,15,480,310,110,5,-3,120,90,0,146,1
AL192019,REBEKAH,5719,70,966,65,0,-4648,1,14,530,400,110,0,1,50,90,0,-10,-1
AL192019,REBEKAH,5720,65,967,60,0,-4333,1,12,660,240,100,-5,1,130,-160,-10,315,-2
AL192019,REBEKAH,5721,60,969,55,0,-4876,1,8,760,330,0,-5,2,100,90,-100,-543,-4
AL192019,REBEKAH,5722,55,971,55,0,-4782,1,7,800,350,0,-5,2,40,20,0,94,-1
AL192019,REBEKAH,5723,55,973,55,0,-4370,1,11,840,350,0,0,2,40,0,0,412,4
AL192019,REBEKAH,5724,55,975,50,0,-4558,1,7,880,350,0,0,2,40,0,0,-188,-4
AL192019,REBEKAH,5725,50,977,50,0,-4825,1,13,940,390,0,-5,2,60,40,0,-267,6
AL192019,REBEKAH,5726,50,979,50,0,-4912,1,22,940,110,0,0,2,0,-280,0,-87,9
AL192019,REBEKAH,5727,50,980,45,0,-4719,1,20,940,90,0,0,1,0,-20,0,193,-2
AL192019,REBEKAH,5728,45,982,45,0,-5132,1,17,120,0,0,-5,2,-820,-90,0,-413,-3
AL192019,REBEKAH,5729,45,984,45,0,-5126,1,10,120,0,0,0,2,0,0,0,6,-7
AL192019,REBEKAH,5730,45,986,40,0,-4760,1,12,70,0,0,0,2,-50,0,0,366,2
AL192019,REBEKAH,5731,40,988,40,0,-4338,1,20,70,0,0,-5,2,0,0,0,422,8
AL192019,REBEKAH,5732,40,990,40,0,-4261,1,15,60,0,0,0,2,-10,0,0,77,-5
AL192019,REBEKAH,5733,40,992,35,0,-3996,1,14,60,0,0,0,2,0,0,0,265,-1
AL192019,REBEKAH,5734,35,995,35,0,-2711,1,16,60,0,0,-5,3,0,0,0,1285,2
AL192019,REBEKAH,5735,35,1002,35,0,-1877,1,16,160,0,0,0,7,100,0,0,834,0
AL192019,REBEKAH,5736,35,1016,0,0,-2337,1,20,100,0,0,0,14,-60,0,0,-460,4
AL202019,SEBASTIEN,5737,35,1006,40,1,-5522,1,0,90,0,0,0,0,0,0,0,0,0
AL202019,SEBASTIEN,5738,40,1004,40,0,-5044,1,6,120,0,0,5,-2,30,0,0,478,6
AL202019,SEBASTIEN,5739,40,1004,40,0,-5191,1,9,140,0,0,0,0,20,0,0,-147,3
AL202019,SEBASTIEN,5740,40,1002,45,1,-5560,1,8,140,0,0,0,-2,0,0,0,-369,-1
AL202019,SEBASTIEN,5741,45,1000,45,0,-5518,1,6,140,0,0,5,-2,0,0,0,42,-2
AL202019,SEBASTIEN,5742,45,999,45,0,-5545,1,7,140,0,0,0,-1,0,0,0,-27,1
AL202019,SEBASTIEN,5743,45,999,50,1,-5677,1,4,140,0,0,0,0,0,0,0,-132,-3
AL202019,SEBASTIEN,5744,50,996,50,0,-5774,1,5,140,80,0,5,-3,0,80,0,-97,1
AL202019,SEBASTIEN,5745,50,996,50,0,-5906,1,5,140,80,0,0,0,0,0,0,-132,0
AL202019,SEBASTIEN,5746,50,996,50,0,-5906,1,6,140,80,0,0,0,0,0,0,0,1
AL202019,SEBASTIEN,5747,50,996,50,0,-5919,1,9,140,80,0,0,0,0,0,0,-13,3
AL202019,SEBASTIEN,5748,50,996,50,0,-5992,1,13,220,60,0,0,0,80,-20,0,-73,4
AL202019,SEBASTIEN,5749,50,996,50,0,-5893,1,14,200,60,0,0,0,-20,0,0,99,1
AL202019,SEBASTIEN,5750,50,996,55,1,-6248,1,14,190,40,0,0,0,-10,-20,0,-355,0
AL202019,SEBASTIEN,5751,55,994,60,1,-5351,1,14,190,70,0,5,-2,0,30,0,897,0
AL202019,SEBASTIEN,5752,60,991,60,0,-5464,1,18,190,80,0,5,-3,0,10,0,-113,4
AL202019,SEBASTIEN,5753,60,991,55,0,-5013,1,23,190,80,0,0,0,0,0,0,451,5
AL202019,SEBASTIEN,5754,55,994,55,0,-4689,1,23,170,60,0,-5,3,-20,-20,0,324,0
AL202019,SEBASTIEN,5755,55,994,55,0,-4519,1,25,140,30,0,0,0,-30,-30,0,170,2
AL202019,SEBASTIEN,5756,55,994,55,0,-3784,1,26,140,30,0,0,0,0,0,0,735,1
AL202019,SEBASTIEN,5757,55,994,55,0,-3846,1,28,160,30,0,0,0,20,0,0,-62,2
AL202019,SEBASTIEN,5758,55,994,55,0,-3391,1,29,210,40,0,0,0,50,10,0,455,1
AL202019,SEBASTIEN,5759,55,994,55,0,-3750,1,34,260,80,0,0,0,50,40,0,-359,5
AL202019,SEBASTIEN,5760,55,992,60,1,-2171,1,34,310,100,0,0,-2,50,20,0,1579,0
AL202019,SEBASTIEN,5761,60,988,60,0,-2916,1,37,330,130,0,5,-4,20,30,0,-745,3
AL202019,SEBASTIEN,5762,60,982,60,0,-2964,1,40,350,210,0,0,-6,20,80,0,-48,3
AL202019,SEBASTIEN,5763,60,978,55,0,-4534,1,46,320,160,0,0,-4,-30,-50,0,-1570,6
AL202019,SEBASTIEN,5764,55,974,50,0,-1669,1,36,300,100,0,-5,-4,-20,-60,0,2865,-10
AL202019,SEBASTIEN,5765,50,972,45,0,-86,1,31,310,100,0,-5,-2,10,0,0,1583,-5
AL202019,SEBASTIEN,5766,45,970,40,0,255,0,9,330,0,0,-5,-2,20,-100,0,341,-22
AL202019,SEBASTIEN,5767,40,972,40,0,93,0,2,330,0,0,-5,2,0,0,0,-162,-7
AL202019,SEBASTIEN,5768,40,974,40,0,33,0,5,210,0,0,0,2,-120,0,0,-60,3
AL202019,SEBASTIEN,5769,40,976,40,0,-96,1,14,180,0,0,0,2,-30,0,0,-129,9
AL202019,SEBASTIEN,5770,40,980,0,0,55,0,24,120,0,0,0,4,-60,0,0,151,10
AL012020,ARTHUR,5771,30,1008,35,1,-902,1,0,0,0,0,0,0,0,0,0,0,0
AL012020,ARTHUR,5772,35,1006,35,0,-978,1,10,70,0,0,5,-2,70,0,0,-76,10
AL012020,ARTHUR,5773,35,1004,35,0,-871,1,7,70,0,0,0,-2,0,0,0,107,-3
AL012020,ARTHUR,5774,35,1003,40,1,-864,1,7,90,0,0,0,-1,20,0,0,7,0
AL012020,ARTHUR,5775,40,1003,40,0,-1400,1,7,90,0,0,5,0,0,0,0,-536,0
AL012020,ARTHUR,5776,40,1003,40,0,-1260,1,9,90,0,0,0,0,0,0,0,140,2
AL012020,ARTHUR,5777,40,1002,45,1,-587,1,12,90,0,0,0,-1,0,0,0,673,3
AL012020,ARTHUR,5778,45,1000,45,0,-122,1,14,110,0,0,5,-2,20,0,0,465,2
AL012020,ARTHUR,5779,45,993,50,1,-1703,1,14,140,0,0,0,-7,30,0,0,-1581,0
AL012020,ARTHUR,5780,50,991,50,0,-3537,1,14,200,60,0,5,-2,60,60,0,-1834,0
AL012020,ARTHUR,5781,50,990,55,1,-4116,1,14,310,60,0,0,-1,110,0,0,-579,0
AL012020,ARTHUR,5782,55,989,50,0,-4370,1,15,400,90,0,5,-1,90,30,0,-254,1
AL012020,ARTHUR,5783,50,991,50,0,-4944,1,13,400,90,0,-5,2,0,0,0,-574,-2
AL012020,ARTHUR,5784,50,993,50,0,-5042,1,10,330,90,0,0,2,-70,0,0,-98,-3
AL012020,ARTHUR,5785,50,997,50,0,-4915,1,9,290,90,0,0,4,-40,0,0,127,-1
AL012020,ARTHUR,5786,50,1002,45,0,-5135,1,9,290,60,0,0,5,0,-30,0,-220,0
AL012020,ARTHUR,5787,45,1006,40,0,-4617,1,9,200,0,0,-5,4,-90,-60,0,518,0
AL012020,ARTHUR,5788,40,1008,0,0,-4434,1,9,200,0,0,-5,2,0,0,0,183,0
AL022020,BERTHA,5789,40,1006,45,1,-492,1,0,20,0,0,0,0,0,0,0,0,0
AL022020,BERTHA,5790,45,1005,45,0,-19,0,12,20,0,0,5,-1,0,0,0,473,12
AL022020,BERTHA,5791,45,1005,30,0,2,0,13,20,0,0,0,0,0,0,0,21,1
AL022020,BERTHA,5792,30,1007,25,0,29,0,11,0,0,0,-15,2,-20,0,0,27,-2
AL022020,BERTHA,5793,25,1008,20,0,206,0,12,0,0,0,-5,1,0,0,0,177,1
AL022020,BERTHA,5794,20,1011,20,0,785,0,22,0,0,0,-5,3,0,0,0,579,10
AL022020,BERTHA,5795,20,1011,0,1,401,0,28,0,0,0,0,0,0,0,0,-384,6
AL032020,CRISTOBAL,5796,25,1006,25,0,-5,0,0,0,0,0,0,0,0,0,0,0,0
AL032020,CRISTOBAL,5797,25,1005,30,1,-37,1,6,0,0,0,0,-1,0,0,0,-32,6
AL032020,CRISTOBAL,5798,30,1005,35,1,-72,1,4,0,0,0,5,0,0,0,0,-35,-2
AL032020,CRISTOBAL,5799,35,1004,40,1,-118,1,3,60,0,0,5,-1,60,0,0,-46,-1
AL032020,CRISTOBAL,5800,40,1001,45,1,-87,1,3,120,0,0,5,-3,60,0,0,31,0
AL032020,CRISTOBAL,5801,45,996,50,1,-29,1,2,110,0,0,5,-5,-10,0,0,58,-1
AL032020,CRISTOBAL,5802,50,994,50,0,-17,0,2,90,40,0,5,-2,-20,40,0,12,0
AL032020,CRISTOBAL,5803,50,993,50,0,-10,0,1,90,40,0,0,-1,0,0,0,7,-1
AL032020,CRISTOBAL,5804,50,993,45,0,0,0,8,90,40,0,0,0,0,0,0,10,7
AL032020,CRISTOBAL,5805,45,994,40,0,2,0,3,90,0,0,-5,1,0,-40,0,2,-5
AL032020,CRISTOBAL,5806,40,995,35,0,3,0,3,80,0,0,-5,1,-10,0,0,1,0
AL032020,CRISTOBAL,5807,35,997,30,0,28,0,3,70,0,0,-5,2,-10,0,0,25,0
AL032020,CRISTOBAL,5808,30,999,30,0,41,0,3,0,0,0,-5,2,-70,0,0,13,0
AL032020,CRISTOBAL,5809,30,999,30,0,54,0,3,0,0,0,0,0,0,0,0,13,0
AL032020,CRISTOBAL,5810,30,999,35,1,103,0,4,0,0,0,0,0,0,0,0,49,1
AL032020,CRISTOBAL,5811,35,998,40,1,75,0,7,210,0,0,5,-1,210,0,0,-28,3
AL032020,CRISTOBAL,5812,40,997,45,1,134,0,10,210,0,0,5,-1,0,0,0,59,3
AL032020,CRISTOBAL,5813,45,997,50,1,13,0,11,300,0,0,5,0,90,0,0,-121,1
AL032020,CRISTOBAL,5814,50,996,50,0,-42,1,11,300,150,0,5,-1,0,150,0,-55,0
AL032020,CRISTOBAL,5815,50,994,45,0,-398,1,10,300,150,0,0,-2,0,0,0,-356,-1
AL032020,CRISTOBAL,5816,45,992,45,0,-3698,1,9,310,0,0,-5,-2,10,-150,0,-3300,-1
AL032020,CRISTOBAL,5817,45,992,45,0,-3574,1,8,320,0,0,0,0,10,0,0,124,-1
AL032020,CRISTOBAL,5818,45,992,45,0,-3265,1,10,320,0,0,0,0,0,0,0,309,2
AL032020,CRISTOBAL,5819,45,992,45,0,-2575,1,11,320,0,0,0,0,0,0,0,690,1
AL032020,CRISTOBAL,5820,45,991,45,0,-646,1,11,320,0,0,0,-1,0,0,0,1929,0
AL032020,CRISTOBAL,5821,45,990,45,0,-38,1,10,320,0,0,0,-1,0,0,0,608,-1
AL032020,CRISTOBAL,5822,45,990,45,0,-3,0,4,320,0,0,0,0,0,0,0,35,-6
AL032020,CRISTOBAL,5823,45,990,35,0,0,0,15,240,0,0,0,0,-80,0,0,3,11
AL032020,CRISTOBAL,5824,35,991,30,0,21,0,10,180,0,0,-10,1,-60,0,0,21,-5
AL032020,CRISTOBAL,5825,30,993,30,0,16,0,13,0,0,0,-5,2,-180,0,0,-5,3
AL032020,CRISTOBAL,5826,30,994,25,0,24,0,12,0,0,0,0,1,0,0,0,8,-1
AL032020,CRISTOBAL,5827,25,994,25,0,86,0,13,0,0,0,-5,0,0,0,0,62,1
AL032020,CRISTOBAL,5828,25,993,25,0,429,0,15,0,0,0,0,-1,0,0,0,343,2
AL032020,CRISTOBAL,5829,25,991,30,1,349,0,21,0,0,0,0,-2,0,0,0,-80,6
AL032020,CRISTOBAL,5830,30,988,30,0,174,0,23,0,0,0,5,-3,0,0,0,-175,2
AL032020,CRISTOBAL,5831,30,986,35,1,316,0,23,0,0,0,0,-2,0,0,0,142,0
AL032020,CRISTOBAL,5832,35,983,35,0,453,0,26,120,0,0,5,-3,120,0,0,137,3
AL032020,CRISTOBAL,5833,35,982,35,0,6,0,28,150,0,0,0,-1,30,0,0,-447,2
AL032020,CRISTOBAL,5834,35,982,30,0,260,0,27,180,0,0,0,0,30,0,0,254,-1
AL032020,CRISTOBAL,5835,30,983,30,0,60,0,24,0,0,0,-5,1,-180,0,0,-200,-3
AL032020,CRISTOBAL,5836,30,985,35,1,-12,0,13,0,0,0,0,2,0,0,0,-72,-11
AL032020,CRISTOBAL,5837,35,987,35,0,-60,1,6,240,0,0,5,2,240,0,0,-48,-7
AL032020,CRISTOBAL,5838,35,989,35,0,-22,1,4,240,0,0,0,2,0,0,0,38,-2
AL032020,CRISTOBAL,5839,35,992,35,0,-24,1,2,150,0,0,0,3,-90,0,0,-2,-2
AL032020,CRISTOBAL,5840,35,998,0,0,-29,1,8,120,0,0,0,6,-30,0,0,-5,6
AL042020,DOLLY,5841,30,1010,30,0,-4482,1,0,0,0,0,0,0,0,0,0,0,0
AL042020,DOLLY,5842,30,1009,30,0,-4640,1,2,0,0,0,0,-1,0,0,0,-158,2
AL042020,DOLLY,5843,30,1008,30,0,-4785,1,6,0,0,0,0,-1,0,0,0,-145,4
AL042020,DOLLY,5844,30,1007,35,1,-4885,1,9,0,0,0,0,-1,0,0,0,-100,3
AL042020,DOLLY,5845,35,1003,40,1,-4678,1,10,60,0,0,5,-4,60,0,0,207,1
AL042020,DOLLY,5846,40,1000,40,0,-5027,1,10,60,0,0,5,-3,0,0,0,-349,0
AL042020,DOLLY,5847,40,1000,35,0,-5054,1,9,60,0,0,0,0,0,0,0,-27,-1
AL042020,DOLLY,5848,35,1002,30,0,-5013,1,8,60,0,0,-5,2,0,0,0,41,-1
AL042020,DOLLY,5849,30,1005,30,0,-4944,1,11,0,0,0,-5,3,-60,0,0,69,3
AL042020,DOLLY,5850,30,1007,25,0,-4783,1,12,0,0,0,0,2,0,0,0,161,1
AL042020,DOLLY,5851,25,1008,25,0,-4206,1,14,0,0,0,-5,1,0,0,0,577,2
AL042020,DOLLY,5852,25,1009,0,1,-3101,1,15,0,0,0,0,1,0,0,0,1105,1
AL052020,EDOUARD,5853,30,1009,30,0,-5427,1,0,0,0,0,0,0,0,0,0,0,0
AL052020,EDOUARD,5854,30,1009,30,0,-5341,1,16,0,0,0,0,0,0,0,0,86,16
AL052020,EDOUARD,5855,30,1007,30,0,-5119,1,13,0,0,0,0,-2,0,0,0,222,-3
AL052020,EDOUARD,5856,30,1007,30,0,-5043,1,10,0,0,0,0,0,0,0,0,76,-3
AL052020,EDOUARD,5857,30,1007,30,0,-4820,1,12,0,0,0,0,0,0,0,0,223,2
AL052020,EDOUARD,5858,30,1007,30,0,-4735,1,16,0,0,0,0,0,0,0,0,85,4
AL052020,EDOUARD,5859,30,1007,35,1,-4631,1,22,0,0,0,0,0,0,0,0,104,6
AL052020,EDOUARD,5860,35,1006,35,0,-4797,1,31,50,0,0,5,-1,50,0,0,-166,9
